URL,Route source,HTTP status,Canonical URL,Page type,Public or private,Indexable or noindex,Included in sitemap,Publisher content present,Content quality,Author identified,Reviewer identified,Source citations present,AdSense eligible after approval,Policy risk,Technical risk,Recommended action,Final action completed
https://www.filingby.com/login,FRONTEND/src/routes/AppRoutes.jsx,200,https://www.filingby.com/login,Auth Route,Public,Noindex,No,N/A,N/A,N/A,N/A,No,None,Low,Noindex,Completed
https://www.filingby.com/register,FRONTEND/src/routes/AppRoutes.jsx,200,https://www.filingby.com/register,Auth Route,Public,Noindex,No,N/A,N/A,N/A,N/A,No,None,Low,Noindex,Completed
https://www.filingby.com/dashboard,FRONTEND/src/routes/AppRoutes.jsx,200,https://www.filingby.com/dashboard,Private Dashboard,Private,Noindex,No,No,N/A,N/A,N/A,No,None,Low,Private route,Completed
https://www.filingby.com/virtual-office/dashboard,FRONTEND/src/routes/AppRoutes.jsx,200,https://www.filingby.com/virtual-office/dashboard,Private Dashboard,Private,Noindex,No,No,N/A,N/A,N/A,No,None,Low,Private route,Completed
https://www.filingby.com/partner/dashboard,FRONTEND/src/routes/AppRoutes.jsx,200,https://www.filingby.com/partner/dashboard,Private Dashboard,Private,Noindex,No,No,N/A,N/A,N/A,No,None,Low,Private route,Completed
https://www.filingby.com/admin,FRONTEND/src/routes/AppRoutes.jsx,200,https://www.filingby.com/admin,Admin Auth,Private,Noindex,No,No,N/A,N/A,N/A,No,None,Low,Private route,Completed
https://www.filingby.com/admin/dashboard,FRONTEND/src/routes/AppRoutes.jsx,200,https://www.filingby.com/admin/dashboard,Admin Control,Private,Noindex,No,No,N/A,N/A,N/A,No,None,Low,Private route,Completed
https://www.filingby.com/pages/*,FRONTEND/src/routes/AppRoutes.jsx,301,https://www.filingby.com/,Legacy Shopify,Public,Noindex,No,N/A,N/A,N/A,N/A,No,None,Low,Redirect with 301,Completed
https://www.filingby.com/products/*,FRONTEND/src/routes/AppRoutes.jsx,301,https://www.filingby.com/services/*,Legacy Shopify,Public,Noindex,No,N/A,N/A,N/A,N/A,No,None,Low,Redirect with 301,Completed
https://www.filingby.com/collections/*,FRONTEND/src/routes/AppRoutes.jsx,301,https://www.filingby.com/,Legacy Shopify,Public,Noindex,No,N/A,N/A,N/A,N/A,No,None,Low,Redirect with 301,Completed
